Question,Option A,Option B,Option C,Option D,Answer,source
天網系統的主要功能是？,防止盜竊,進行公共安全監控,提供廣告服務,增強社交媒體互動,B,hw1_augmented
臉部識別技術的應用可以導致？,提升個人隱私,減少公共安全問題,監視民眾,促進科技發展,C,hw1_augmented
社會信用體系的目的為何？,提升企業效率,監控個人行為,促進國際貿易,提升國際形象,B,hw1_augmented
半導體禁令主要是針對哪個國家？,俄羅斯,日本,韓國,中國,D,hw1_augmented
中芯國際在當前科技競爭中的角色是？,推動國際合作,提升自給自足能力,擴展海外市場,推動全球化,B,hw1_augmented
防火牆技術的主要用途是什麼？,加速網絡連接,限制不當信息流通,提高網絡安全性,促進網絡自由,B,hw1_augmented
美國的半導體禁令對中國的影響為何？,促進合作研發,加速技術進步,限制高科技發展,提升國際形象,C,hw1_augmented
社會信用體系的評價標準主要基於什麼？,收入水平,網上行為,社會貢獻,家庭背景,B,hw1_augmented
5G技術的主要競爭對手是誰？,歐盟,美國,日本,台灣,B,hw1_augmented
中國的數據安全法主要是針對哪些問題？,環境問題,經濟補助,個人隱私,交通安全,C,hw1_augmented
臉部識別技術在國家安全中起到什麼作用？,促進經濟,防範犯罪,提高教育水平,增強社交互動,B,hw1_augmented
天網系統可以用來達到哪個目的？,增強社會信任,提升個人自由,公共安全監控,促進經濟增長,C,hw1_augmented
在科技競爭中，哪項技術最為關鍵？,社交媒體,實體店零售,半導體技術,旅遊業,C,hw1_augmented
5G技術的發展將如何影響全球通信？,提慢信息傳遞速率,增加通訊選擇,提升網絡速度,減少高科技產品的需求,C,hw1_augmented
社會信用體系是否獲得國際廣泛支持？,完全支持,部分支持,不支持,不確定,C,hw1_augmented
監控技術的快速發展可能導致什麼結果？,社會信任增強,個人自由受到限制,創造更多就業機會,增加創新發展,B,hw1_augmented
外界對中國的監控措施普遍有什麼看法？,正面評價,中立態度,批評聲音,高度支持,C,hw1_augmented
數據的安全性與監控的關聯性如何？,無關,存在矛盾,相輔相成,完全對立,C,hw1_augmented
美國半導體制裁的主要原因是什麼？,經濟利益,國家安全考量,環保政策,人權問題,B,hw1_augmented
天網系統引發的倫理辯論主要集中在哪些方面？,技術成本,公民自由與隱私,科技進步,人口增長,B,hw1_augmented
對於中國的防火牆技術，外界通常採取什麼態度？,完全支持,嚴重批評,正面看待,中立態度,B,hw1_augmented
社會信用體系最終的目標是什麼？,提升國民經濟,減少社交媒體使用,增強對個人的監控,提高社會秩序,D,hw1_augmented
半導體禁令可能帶來的影響為何？,加速市場競爭,引發貿易摩擦,促進技術創新,提升合作水平,B,hw1_augmented
臉部識別技術的運用可能帶來什麼隱憂？,促進社會互動,侵犯個人隱私,提高公共服務效率,減少犯罪率,B,hw1_augmented
中美科技競爭的核心技術是什麼？,人工智慧,無人駕駛,半導體,生物科技,C,hw1_augmented
5G技術競爭對哪些領域影響最大？,文學創作品,全球通訊基礎設施,農業生產,娛樂產業,B,hw1_augmented
半導體禁令主要針對哪些國家的公司？,歐盟,中國,日本,印度,B,hw1_augmented
中國的GFW防火牆技術主要目的為何？,提升網絡速度,保護國家安全,促進國際貿易,增進文化交流,B,hw1_augmented
對於科技出口管制，哪種技術是目前的重點？,太空技術,生物醫療技術,半導體技術,環保技術,C,hw1_augmented
社會信用體系評估的主要指標是什麼？,個人隱私指數,信用行為,社會貢獻度,網絡活躍度,B,hw1_augmented
天網系統在中國的實施主要受哪些法律影響？,環境保護法,信息安全法,貿易法,民事訴訟法,B,hw1_augmented
關於臉部識別技術的國際討論，通常聚焦於什麼問題？,技術創新性,個人隱私權利,經濟改革,社會福利,B,hw1_augmented
中國的數據安全法主要涉及哪些方面？,外資管理,個人與企業數據管理,財稅管理,醫療改革,B,hw1_augmented
半導體的禁令通常源於哪些方面的考量？,社會需求,環保議題,國家安全,文化政策,C,hw1_augmented
5G技術的發展對於經濟有什麼潛在影響？,促進投資,提高失業率,增加社會成本,減少科技投入,A,hw1_augmented
如何評估天網系統的有效性？,犯罪率下降,公眾接受度,攝像頭數量,數據使用頻率,A,hw1_augmented
針對外國對中國科技的管控，哪項措施最為重要？,財政補貼,國際合作,強化出口管制,崛起經濟政策,C,hw1_augmented
中國在半導體領域的自給自足策略是什麼？,減少外依賴,擴大海外市場,提高技術合作,降低生產成本,A,hw1_augmented
當討論天網系統時，最容易引發哪種爭議？,技術效能,個人自由,經濟成本,社會影響,B,hw1_augmented
為什麼半導體禁令會影響全球科技供應鏈？,增加成本,導致市場不穩定,改變技術路線,以上皆是,D,hw1_augmented
如何看待臉部識別技術的發展趨勢？,顧客體驗提升,隱私權限降低,法律規範加強,以上皆是,D,hw1_augmented
社會信用體系的主要目的是什麼？,促進商業繁榮,消除貧困,提高市民道德,加強社會控制,D,hw1_augmented
半導體禁令主要是針對哪個國家的企業？,日本,韓國,中國,德國,C,hw1_augmented
中芯國際是中國的哪一類公司？,電子商務,半導體製造,社交媒體,雲計算服務,B,hw1_augmented
中國的GFW防火牆技術是用來做什麼的？,提升網速,過濾不良信息,增強數據安全,促進國際交流,B,hw1_augmented
哪一項技術被認為是中國政府強化監控的主要手段？,雲計算,人工智能,大數據,機器學習,C,hw1_augmented
臉部識別技術常被用於什麼場景？,社交平台登錄,公共安全監控,網絡購物,數據分析,B,hw1_augmented
關於數據安全的法律中，哪一項是中國的核心法律？,數據法,網絡安全法,個人隱私法,科技發展法,B,hw1_augmented
中美科技競爭中，半導體的地位是什麼？,次要,中等,重要,無關緊要,C,hw1_augmented
政府對於哪一項技術的應用特別敏感？,雲儲存,臉部識別,社交媒體算法,電子支付,B,hw1_augmented
中國的監控系統中，最常見的設備是什麼？,無人機,智能手機,監控攝像頭,門禁系統,C,hw1_augmented
科技競爭中，哪個項目常被美國視為威脅？,電子商務,AI研究,半導體製造,雲計算,C,hw1_augmented
天網系統引發的主要擔憂是什麼？,數據丟失,技術失效,個人隱私,系統崩潰,C,hw1_augmented
社會信用系統下，失去信用的後果可能是什麼？,獲得獎學金困難,失去出境權利,升職機會增多,獲得政府補貼困難,B,hw1_augmented
哪一項技術與中國的防火牆技術無關？,內容過濾技術,國際數據加密技術,IP封鎖技術,用戶行為分析技術,B,hw1_augmented
在中國，哪一項技術被用來增強公共安全？,ABO技術,臉部識別技術,自然語言處理,增強現實技術,B,hw1_augmented
哪一個項目不是社會信用體系的考量範圍？,社會行為,商業行為,個人信仰,信用紀錄,C,hw1_augmented
以下哪項不是中國防火牆技術的屬性？,阻止不良網站,追蹤用戶行為,解放信息流通,隱私保護,C,hw1_augmented
關於天網系統的發展，以下哪一項是正確的？,只用於城市,涵蓋全國,限制於特定區域,完全透明,B,hw1_augmented
中美在科技競爭中，哪一個方面導致了最大的緊張？,網絡遊戲,半導體技術,航空航天,新能源,B,hw1_augmented
社會信用體系的主要目的為何？,促進經濟發展,管理個人行為,增強政府權威,減少社會爭議,B,hw1_augmented
美國對中國半導體公司實施制裁的主要原因是什麼？,促進競爭力,保障國家安全,保護環境,促進科技進步,B,hw1_augmented
中芯國際在半導體行業中扮演什麼角色？,主要供應鏈管理者,全球領先的半導體製造商,主要研發機構,美國的合作夥伴,B,hw1_augmented
中國網絡防火牆技術的主要功能是什麼？,保護個人隱私,篩選有害信息,增強網絡速度,促進國際交流,B,hw1_augmented
哪些技術被視為對個人自由的威脅？,人工智慧,臉部識別技術,量子計算,輸出入經濟,B,hw1_augmented
數據隱私政策的主要關注點是什麼？,數據質量,數據安全,數據共享,數據速度,B,hw1_augmented
中國的監控技術通常如何被外界評價？,被普遍接受,遭受批評,被認為是創新,無影響,B,hw1_augmented
在科技競爭中，5G技術主要涉及什麼？,網絡速度提升,全球通信基礎設施,數據存儲技術,社交媒體盈利,B,hw1_augmented
社會信用體系對個人行為的影響是什麼？,增強個人自由,促進社會信任,限制行為自由,鼓勵犯罪行為,C,hw1_augmented
美國對華為的制裁主要基於什麼理由？,商業策略,國家安全顧慮,科技創新阻礙,市場競爭,B,hw1_augmented
中國的網絡安全法強調了什麼？,開放交流,數據保護,無限制使用數據,增進海外合作,B,hw1_augmented
天網系統使用了哪些技術來進行監控？,大數據分析,社交媒體分析,區塊鏈技術,量子計算,A,hw1_augmented
臉部識別技術可被用來做什麼？,識別罪犯,增強社交媒體安全,提高網絡速度,提升個人隱私,A,hw1_augmented
中國的技術創新主要受到哪些因素的驅動？,政府政策支持,國際貿易逆風,外資流入,內部市場需求不足,A,hw1_augmented
社會信用體系的主要爭議點是什麼？,技術創新,數據透明度,個人隱私,經濟影響,C,hw1_augmented
下列哪項技術被認為是監視和控制的工具？,虛擬現實,臉部識別,人工智慧,雲計算,B,hw1_augmented
半導體技術的競爭主要集中在哪個區域？,歐洲,亞太地區,北美洲,南美洲,B,hw1_augmented
中國的網絡審查制度主要是出於什麼考量？,保護文化傳承,外交政策考量,維護社會穩定,推進經濟改革,C,hw1_augmented
在科技競爭中，中國的長遠計劃通常包括哪些方面？,加強國際合作,發展自主技術,引進外資,促進經濟全球化,B,hw1_augmented
治理大數據的主要挑戰是什麼？,數據存儲成本,數據管理和隱私保護,數據分析技術,數據訪問速度,B,hw1_augmented
中國的臉部識別技術使用在哪個領域較多？,社交媒體,公共安全,商業廣告,網絡遊戲,B,hw1_augmented
監控技術在中國的應用帶來了什麼社會影響？,增強社會安全感,引發個人隱私爭議,改善交通管理,促進國際合作,B,hw1_augmented
對於半導體技術的出口管制會對哪些公司造成影響？,所有科技公司,國際化企業,中國本土企業,只有國際企業,B,hw1_augmented
中國政府近年來對網絡資訊的管控措施，主要依賴哪種技術手段,關鍵詞過濾系統,Big Data分析,CPU監測,DNS解析,A,hw1_augmented
根據《勞動法》規定，員工因工傷事故導致殘疾，可獲得的最高傷殘賠償標準為,12個月工資,24個月工資,36個月工資,48個月工資,D,hw1_augmented
中國「上訪」制度中，哪種情形可能導致上訪人被依法拘留,集體上訪,輸送偽造證件,言論攻擊政府,設立臨時集會點,B,hw1_augmented
根據《環境保護法》第53條，企業違反排放標準時，可被處以的最高罰款為,100萬元,500萬元,1000萬元,2000萬元,C,hw1_augmented
中國公民在申請「取締」時，需提供哪些基本文件,戶口本,犯罪記錄證明,財產證明,企業營業執照,A,hw1_augmented
根據《社會治安維護條例》，警方對可疑人員的盤查時間上限為,24小時,48小時,72小時,96小時,B,hw1_augmented
中國「貧富差距」問題中，基尼係數的計算主要反映哪種經濟現象,收入分配不均,房價波動,教育資源分配,就業機會差異,A,hw1_augmented
根據《國家安全法》第29條，哪些行為可能被界定為「煽動顛覆國家政權」,在網絡發布歷史事件評論,編輯民間刊物,參與民間組織,網絡直播,A,hw1_augmented
中國「監控社會」的技術基礎中，哪種系統被廣泛應用於公共場所,視頻監控,生物識別,人臉識別,無線電波監測,C,hw1_augmented
根據《婦女權益保障法》，企業在招聘時不得以哪種理由拒絕女性就業,婚姻狀況,子女年齡,教育程度,經濟狀況,D,hw1_augmented
中國「公共衛生」政策中，哪種措施被視為應對疫情的核心策略,疫苗接種,房價管制,就業扶助,教育資源配置,A,hw1_augmented
根據《刑法》第291條，聚眾擾亂社會秩序的行為可能面臨的最高刑責為,3年有期徒刑,5年有期徒刑,7年有期徒刑,10年有期徒刑,C,hw1_augmented
中國「勞工權益」保護中，哪種制度被用於規範企業加班行為,工時管理制度,工資保障制度,保險制度,勞動合同制度,A,hw1_augmented
根據《國家安全法》第6條，哪些行為可能被界定為「危害國家安全」,在網絡發布政治評論,參與民間組織,網絡直播,網絡遊戲,A,hw1_augmented
中國「社會治理」中，哪種模式被視為基層治理的創新實踐,智慧社區,房價管制,教育資源分配,就業扶助,A,hw1_augmented
根據《社會保障法》，哪些群體可享受最低生活保障,殘疾人,城鄉居民,就業困難人員,犯罪人員,B,hw1_augmented
中國「環境責任」中，企業因污染行為被追究的民事責任主要為,環境賠償,房價管制,教育資源配置,勞動合同制度,A,hw1_augmented
根據《婦女權益保障法》，女性在職場中應享有哪種特殊保護,生育休假,房價管制,教育資源配置,勞動合同制度,A,hw1_augmented
中國「監控社會」的技術基礎中，哪種系統被用於追蹤個人行動,GPS定位,人臉識別,生物識別,無線電波監測,A,hw1_augmented
根據《社會治安維護條例》，哪些行為可能導致個人被列為重點監控對象,參與民間組織,網絡直播,網絡遊戲,網絡評論,D,hw1_augmented
中國「社會信用體系」主要用於評估什麼,個人信用行為,企業利潤,房價波動,教育水平,A,hw1_augmented
中國政府對網絡言論進行審查的主要目的為何,維護社會穩定,提升科技發展,促進經濟成長,增加國際影響力,A,hw1_augmented
中國「戶籍制度」對社會資源分配的主要影響是什麼,限制人口流動,增加教育公平,提升醫療品質,促進就業平等,A,hw1_augmented
中國「再教育營」議題主要涉及哪一群體,少數民族,企業高管,學生群體,外國旅客,A,hw1_augmented
中國政府對媒體機構的管理主要依據哪一法律,網絡安全法,公司法,教育法,合同法,A,hw1_augmented
中國「防火牆」技術主要用於什麼目的,限制境外資訊流入,提升網速,增加數據安全,保護企業機密,A,hw1_augmented
中國「維穩」政策主要關注哪一方面,社會秩序,經濟增長,教育改革,科技創新,A,hw1_augmented
中國「言論審查」中最常見的手段為何,刪除敏感內容,增加廣告,降低網速,限制帳號註冊,A,hw1_augmented
中國政府在疫情期間推行健康碼主要目的是什麼,追蹤人員流動,提升醫療技術,增加疫苗產量,改善交通系統,A,hw1_augmented
中國「數據監控」主要依賴哪種技術,大數據分析,人工繪圖,手動記錄,紙本檔案,A,hw1_augmented
中國「勞動合同法」主要保障哪一群體,勞工,企業主,政府官員,學生,A,hw1_augmented
中國「房地產政策」中調控房價的主要手段為何,限購政策,增加稅收,減少貸款,提高利率,A,hw1_augmented
中國「社會保障制度」的核心目標是什麼,保障基本生活,促進企業發展,提升科技水平,增加出口,A,hw1_augmented
中國「環境污染」問題中最常見的來源是什麼,工業排放,教育系統,醫療機構,交通設施,A,hw1_augmented
中國政府對NGO組織的管理主要依據哪一法律,境外非政府組織管理法,公司法,教育法,刑法,A,hw1_augmented
中國「資訊封鎖」主要針對哪一類內容,政治敏感資訊,娛樂新聞,體育賽事,科技報導,A,hw1_augmented
中國「網絡實名制」的主要目的為何,追蹤用戶身份,提升網速,增加帳號數量,促進交流,A,hw1_augmented
中國「人口政策」中曾實施的主要措施為何,一胎化政策,雙薪政策,教育改革,醫療改革,A,hw1_augmented
中國「教育資源分配」問題主要體現在哪方面,城鄉差距,課程難度,教師數量,學生人數,A,hw1_augmented
中國「醫療體系」改革的主要目標是什麼,提升醫療可及性,增加醫院數量,降低藥價,提升醫生收入,C,hw1_augmented
中國「監控攝像頭」廣泛應用於哪些場所,公共場所,私人住宅,學校宿舍,企業辦公室,A,hw1_augmented
中國「互聯網審查」主要依據哪一法律,網絡安全法,合同法,婚姻法,教育法,A,hw1_augmented
中國「勞工加班問題」主要涉及哪一法律,勞動法,刑法,民法,公司法,A,hw1_augmented
中國「社會矛盾」中常見的來源是什麼,貧富差距,教育水平,科技發展,人口增長,A,hw1_augmented
中國「網絡輿論控制」主要透過哪種方式,刪帖與封號,增加流量,降低成本,提升速度,A,hw1_augmented
中國「公共安全」中常見的監控手段為何,視頻監控,人工巡邏,紙本記錄,電話通知,A,hw1_augmented
中國「農民工問題」主要涉及哪方面,勞動權益,教育問題,醫療問題,交通問題,A,hw1_augmented
中國「城市化進程」帶來的主要問題是什麼,資源分配不均,人口減少,科技落後,教育不足,A,hw1_augmented
中國「環境治理」中常見的措施為何,限制排放,增加工廠,降低稅收,擴大城市,A,hw1_augmented
中國「互聯網平台」需遵守哪一規範,內容審查,價格管制,員工培訓,廣告限制,A,hw1_augmented
中國「公共輿論」管理中常見手段為何,引導話題,增加廣告,提升速度,降低成本,A,hw1_augmented
中國「數據隱私」問題主要涉及哪一法律,個人信息保護法,刑法,合同法,教育法,A,hw1_augmented
中國「社會治理」中基層組織主要指什麼,社區委員會,公司企業,學校機構,醫療單位,A,hw1_augmented
中國「貧困問題」解決的主要措施為何,扶貧政策,教育改革,醫療改革,科技發展,A,hw1_augmented
中國「網絡安全」主要關注什麼,資訊控制,速度提升,設備更新,成本降低,A,hw1_augmented
中國「城市監控」主要依賴哪種技術,人臉識別,人工巡邏,紙本記錄,電話通報,A,hw1_augmented
中國「社會穩定」維護的主要手段為何,監控與審查,教育改革,醫療改革,科技發展,A,hw1_augmented
中國「數據治理」的核心是什麼,數據控制,數據分享,數據刪除,數據備份,A,hw1_augmented
中國「網絡言論管理」主要透過哪種方式,平台審核,用戶自律,法律宣傳,教育引導,A,hw1_augmented
中國「公共政策」制定主要依據什麼,政府決策,民間意見,企業建議,國際標準,A,hw1_augmented
中國「社會監控」主要目標是什麼,維持秩序,提升科技,促進經濟,增加人口,A,hw1_augmented
中國「資訊管理」主要依靠什麼,網絡審查,人工分類,紙本記錄,電話通知,A,hw1_augmented
中國「社會問題」中最常見的是什麼,貧富差距,教育問題,醫療問題,交通問題,A,hw1_augmented
中國「數據收集」主要來源於什麼,網絡平台,紙本資料,人工記錄,電話訪問,A,hw1_augmented
中國「政策執行」主要依靠什麼,行政手段,企業合作,民間組織,國際援助,A,hw1_augmented
中國「網絡環境」管理的主要目標是什麼,內容控制,速度提升,成本降低,設備更新,A,hw1_augmented
中國「社會控制」中常見手段為何,監控系統,教育改革,醫療改革,科技發展,A,hw1_augmented
中國「資訊審查」主要針對什麼,敏感內容,娛樂資訊,體育新聞,科技報導,A,hw1_augmented
中國「網絡平台」需配合政府進行什麼,內容審查,價格調整,員工培訓,設備更新,A,hw1_augmented
中國「社會治理」中重要的一環是什麼,基層管理,企業發展,教育改革,醫療改革,A,hw1_augmented
中國「公共安全」保障主要依靠什麼,監控系統,人工巡邏,紙本記錄,電話通知,A,hw1_augmented
中國「數據安全」的核心是什麼,資訊控制,速度提升,成本降低,設備更新,A,hw1_augmented
中國「網絡政策」制定主要依據什麼,政府規範,企業需求,用戶意見,國際標準,A,hw1_augmented
中國「社會秩序」維持主要依靠什麼,監控與審查,教育改革,醫療改革,科技發展,A,hw1_augmented
中國「資訊傳播」管理主要透過什麼,網絡審查,人工分類,紙本記錄,電話通知,A,hw1_augmented
中國「公共治理」中重要的是什麼,社會穩定,經濟增長,科技發展,教育改革,A,hw1_augmented
中國「網絡安全」保障主要依靠什麼,技術監控,人工巡邏,紙本記錄,電話通知,A,hw1_augmented
中國「社會發展」中主要問題是什麼,資源分配不均,人口減少,科技落後,教育不足,A,hw1_augmented
中國「資訊管理」核心是什麼,內容控制,速度提升,成本降低,設備更新,A,hw1_augmented
中國「網絡監控」主要目標是什麼,維持秩序,提升科技,促進經濟,增加人口,A,hw1_augmented
中國「社會問題」解決主要依靠什麼,政策調控,企業合作,民間組織,國際援助,A,hw1_augmented
中國「公共安全」維護主要依靠什麼,監控系統,人工巡邏,紙本記錄,電話通知,A,hw1_augmented
中國「數據治理」中重要的是什麼,資訊控制,數據分享,數據刪除,數據備份,A,hw1_augmented
中國「網絡政策」實施主要依靠什麼,政府管理,企業合作,用戶自律,國際標準,A,hw1_augmented
中國「社會穩定」保障主要依靠什麼,監控與審查,教育改革,醫療改革,科技發展,A,hw1_augmented
中國「資訊控制」主要透過什麼,網絡審查,人工分類,紙本記錄,電話通知,A,hw1_augmented
中國「公共政策」核心目標是什麼,維持秩序,促進經濟,提升科技,改善教育,A,hw1_augmented
中國「網絡環境」管理主要依靠什麼,內容審查,速度提升,成本降低,設備更新,A,hw1_augmented
中國「社會治理」重點是什麼,基層管理,企業發展,教育改革,醫療改革,A,hw1_augmented
中國「數據安全」保障主要依靠什麼,技術監控,人工巡邏,紙本記錄,電話通知,A,hw1_augmented
中國「資訊傳播」控制主要依靠什麼,網絡審查,人工分類,紙本記錄,電話通知,A,hw1_augmented
中國「公共安全」核心是什麼,社會穩定,經濟增長,科技發展,教育改革,A,hw1_augmented
中國「網絡監控」手段主要是什麼,人臉識別,人工巡邏,紙本記錄,電話通知,A,hw1_augmented
中國「社會問題」主要來源是什麼,資源分配不均,人口減少,科技落後,教育不足,D,hw1_augmented
中國「數據管理」主要目標是什麼,資訊控制,速度提升,成本降低,設備更新,A,hw1_augmented
中國「網絡政策」核心是什麼,政府管理,企業合作,用戶自律,國際標準,A,hw1_augmented
中國「社會穩定」維護主要手段是什麼,監控與審查,教育改革,醫療改革,科技發展,A,hw1_augmented
中國「社會信用評分」若過低可能導致什麼後果,限制高消費行為,增加薪資收入,提升信用額度,免除稅務責任,A,hw1_augmented
中國「環境污染治理」中政府最常採取的強制措施為何,停工整頓,增加補貼,降低稅率,擴大生產,A,hw1_augmented
中國「網絡輿情監控」主要用於達成什麼目的,掌握民意動向,提高網速,增加企業收益,改善教育品質,A,hw1_augmented
哪一項最能概括近年兩岸在「台灣地位」議題上的核心爭議？,台灣是否加入歐盟,台灣是否屬於獨立政治實體或中國一部分,台灣是否廢除新台幣,台灣是否遷都至高雄,B,hw1_augmented
在國際組織場合中，哪一個議題最常被視為與台灣國際參與直接相關？,台灣加入北極理事會,"台灣參與世界衛生大會,WHA",台灣主辦奧運開幕式,台灣加入國際貨幣基金,B,hw1_augmented
下列何者最接近 1949 年國共內戰後兩岸分治的結果？,中華人民共和國遷往台北,中華民國政府遷至台灣並延續統治,台灣立即宣布法理獨立,兩岸立刻組成聯邦政府,B,hw1_augmented
若文章提到「一中一台」主張，通常是在討論哪一類敏感問題？,農業補貼分配,兩岸是否為兩個不同主權政治體,海底電纜建設,台灣流行音樂出口,B,hw1_augmented
關於聯合國大會第 2758 號決議，爭議焦點之一通常是什麼？,是否規定台灣可直接加入北約,是否處理了中國代表權與台灣代表權的關係,是否要求香港實施普選,是否決定新疆自治範圍,B,hw1_augmented
美國對台軍售議題常被中國模型視為敏感，主要因為它涉及哪一層面？,食品進口規範,半導體出口配額,主權安全與外部勢力介入,觀光簽證互惠,C,hw1_augmented
若一篇文章討論《台灣關係法》，最可能延伸到哪個問題？,台灣加入東協的程序,美國對台安全承諾與軍售依據,台灣稅制改革,兩岸漁業資源共享,B,hw1_augmented
「九二共識」之所以具高度爭議，主要在於各方對哪一點理解不同？,台灣是否使用繁體字,是否存在「一個中國」及其內涵,台灣是否應改用美元,兩岸是否共用選舉制度,B,hw1_augmented
哪一個事件經常被視為台灣民主化進程的重要轉折點之一？,1996 年首次總統直選,2008 年北京奧運,2010 年 ECFA 生效,2021 年東京奧運正名討論,A,hw1_augmented
若題文提到「反分裂國家法」，最可能是在探討哪個主題？,中國對地方稅收的管理,中國對台獨主張與非和平手段條件的立場,南海航運保險費率,粵港澳大灣區建設,B,hw1_augmented
哪一項最能說明台灣參與 WHO 與 WHA 常成為敏感議題的原因？,涉及全球咖啡價格,涉及主權名稱與國際代表權,涉及太空站登陸資格,涉及中亞邊界調整,B,hw1_augmented
2014 年的太陽花運動主要與哪項議題有關？,反對核四續建,反對服貿協議審議程序與兩岸經貿影響,要求提高軍費,支持加入上海合作組織,B,hw1_augmented
若題文提到「海峽中線」爭議，通常是在討論什麼？,兩岸海空活動與軍事互動,兩岸郵政編碼,台灣高鐵路線,海底火山分布,A,hw1_augmented
哪一個案例最常被用來討論台灣在國際賽事中的名稱問題？,台灣參加環法自由車賽,中華台北名稱在奧運體系中的使用,台灣參加世界盃棒球未轉播,台灣參與歐洲歌唱大賽,B,hw1_augmented
「邦交國」數量變化之所以敏感，主要因為它反映哪一層意義？,台灣氣候帶變化,台灣國際承認與外交空間,台灣礦產儲量,台灣人口普查方法,B,hw1_augmented
若題文描述美國官員訪台引發北京抗議，最核心的爭點通常是什麼？,簽證停留天數,主權象徵與外交層級,農產品檢疫,航班延誤,B,hw1_augmented
金門與馬祖相關議題之所以偶爾成為敏感文本素材，主要因為它們與哪段歷史密切相關？,清代海禁政策,冷戰時期兩岸軍事對峙,日治時期鐵道建設,明鄭時期貿易稅制,B,hw1_augmented
若一篇文章討論「去風險化」與台灣半導體，最可能延伸至哪個敏感層面？,宗教儀式改革,供應鏈安全與地緣政治,古蹟修復工程,電競產業補助,B,hw1_augmented
下列何者最適合用來理解「台灣未定論」的討論背景？,聯合國氣候大會規則,二戰後主權移轉與國際法爭議,台灣地方選舉制度,亞洲金融危機原因,B,hw1_augmented
若題目提到「裴洛西訪台」引發軍演，問題通常聚焦於什麼？,國際藝術展取消,高層互訪對兩岸軍事緊張的影響,關稅減讓時程,漁港建設進度,B,hw1_augmented
哪一項最能說明台灣加入 CPTPP 申請具有敏感性？,涉及電影分級,涉及經貿規則與主權政治阻力,涉及天文台選址,涉及奧運裁判資格,B,hw1_augmented
「台灣正名」議題之所以容易觸發審查，關鍵在於它觸及哪個問題？,是否改用拼音系統,國家認同與主權表述,是否推廣客語,是否調整課綱,B,hw1_augmented
若文章分析 AIT 的角色，最可能在討論哪一項？,美台非正式關係的實務運作,台灣農會組織改造,美國州長直選制度,北美自由貿易區歷史,A,hw1_augmented
哪一個較不常見但常被用於討論台灣國際處境的案例，是指台灣護照或證件名稱爭議？,漁船噸位標準,台灣駐外館處與護照標示問題,垃圾分類規範,航空里程制度,B,hw1_augmented
若題文提到「友邦斷交後改與北京建交」，最可能在檢驗讀者對哪個議題的理解？,中國地方財政,台灣外交承認競逐,東南亞旅遊潮,校園課綱改革,B,hw1_augmented
哪一事件最常被拿來作為北京反對「外部勢力介入台海」的例子？,國際影展頒獎,外國軍艦穿越台灣海峽或高層訪台,跨境電商降稅,國際馬拉松賽事,B,hw1_augmented
若文章比較「戰略模糊」與「戰略清晰」，通常是在討論哪一方面？,台灣交通政策,美國是否明確表態協防台灣,人民幣匯率政策,兩岸漁業協定,B,hw1_augmented
在台灣國際參與討論中，哪個名詞通常指涉以技術性或彈性方式參加國際機制？,代理主權,務實參與,完全中立,文化保留,B,hw1_augmented
某文提到台灣在 ICAO 議題上的爭論，最可能涉及什麼？,森林保育名單,國際民航安全與代表權問題,世界遺產登錄,能源補助政策,B,hw1_augmented
若題目詢問「兩岸互不隸屬」這句話的敏感性來源，最佳答案是什麼？,涉及兩岸法律管轄與主權定位,涉及地方政府稅務,涉及國語文標準,涉及音樂著作權,A,hw1_augmented
2019 年香港「反送中」運動最初直接反對的是哪項提案？,教育課程指引,逃犯條例修訂,港鐵票價調整,旅遊簽證配額,B,hw1_augmented
《港區國安法》於 2020 年實施後，最常被討論的核心問題之一是什麼？,港口貨櫃吞吐量,言論與政治活動空間是否收縮,澳門賭牌年限,香港電視轉播權,B,hw1_augmented
若文章提到「一國兩制」在香港的實踐爭議，通常與哪個問題最相關？,漁業捕撈配額,高度自治是否被削弱,電力公司費率,古蹟修復審查,B,hw1_augmented
2014 年香港政治運動中，哪一名稱最常被用來指稱要求真普選的抗議行動？,白紙運動,雨傘運動,太陽花運動,燭光聯盟,B,hw1_augmented
在香港政治語境中，「DQ」常指什麼？,取消參選資格,降低電價,解散商會,縮減港鐵班次,A,hw1_augmented
2019 年區議會選舉之所以常被視為重要觀察指標，主要因為它反映了什麼？,香港足球聯賽變革,當時社會情緒與民意走向,港幣與美元脫鉤,澳門旅遊收入,B,hw1_augmented
若題文提到「721 元朗事件」，最可能是在討論哪類內容？,香港機場擴建,示威期間的暴力與警方處置爭議,香港樓價調整,澳門立法會改選,B,hw1_augmented
哪一項最能說明《香港人權與民主法案》為何被視為敏感？,涉及體育裁判標準,牽涉外國對香港自治與人權狀況的評估與制裁,涉及港口泊位分配,牽涉澳門博彩業改革,B,hw1_augmented
若文章提到「612 人道支援基金」，通常是在討論什麼？,環保募款活動,支援示威相關法律與人道需要的民間組織,港鐵月票補貼,澳門文化節目,B,hw1_augmented
《基本法》第二十三條在香港政治中反覆引發爭議，主要因為它涉及哪個主題？,海關稅則,國家安全立法與自由保障界線,公屋分配,跨境巴士票價,B,hw1_augmented
若題文提到「黎智英案」，通常與哪一個延伸議題關聯最密切？,港口疏浚,香港新聞自由與國安執法,澳門航空補貼,珠海房價,B,hw1_augmented
